employment_status,sex,age_group,target,age_midpoint,number_of_non_school_qualifications,qualification_recency,current_job_skill_level,country_of_birth_group,citizenship_status,occupation,occupation_earners_2022_23,occupation_median_age_2022_23,occupation_sum_income_2022_23,occupation_median_income_2022_23,occupation_mean_income_2022_23,occupation_income_level,occupation_income_rank
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 1,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Sales workers,1105875.0,29.0,51783528402.0,37518.0,46826.0,Below national occupation median,8
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 2,Born overseas,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 4,Born overseas,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed in last 5 years,Level 3,Born in Australia,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born overseas,Neither Australian nor New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed in last 5 years,Level 1,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed in last 5 years,Level 3,Born overseas,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 2,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 3,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Sales workers,1105875.0,29.0,51783528402.0,37518.0,46826.0,Below national occupation median,8
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 2,Born in Australia,Australian or New Zealand citizen,Sales workers,1105875.0,29.0,51783528402.0,37518.0,46826.0,Below national occupation median,8
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed in last 5 years,Level 1,Born overseas,Australian or New Zealand citizen,Labourers,1352225.0,33.0,66249925255.0,43362.0,48993.0,Below national occupation median,7
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 1,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 3,Born in Australia,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed in last 5 years,Level 2,Born overseas,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 3,Born in Australia,Australian or New Zealand citizen,Technicians and trades workers,1564494.0,35.0,120651455376.0,68548.0,77119.0,Above national occupation median,3
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 1,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed in last 5 years,Level 4,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 1,Born overseas,Neither Australian nor New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 1,Born in Australia,Australian or New Zealand citizen,Machinery operators and drivers,793097.0,42.0,58854650995.0,67365.0,74209.0,Above national occupation median,4
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 2,Born in Australia,Australian or New Zealand citizen,Managers,1712661.0,45.0,196113081415.0,90000.0,114508.0,Above national occupation median,2
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed more than 5 years ago,Level 1,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 4,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 3,Born in Australia,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed in last 5 years,Level 3,Born overseas,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed more than 5 years ago,Level 2,Born in Australia,Australian or New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,One,Completed in last 5 years,Level 1,Born in Australia,Neither Australian nor New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 2,Born in Australia,Neither Australian nor New Zealand citizen,Professionals,3020691.0,40.0,327129619468.0,95657.0,108296.0,Above national occupation median,1
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 4,Born in Australia,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,Two,Completed more than 5 years ago,Level 1,Born in Australia,Australian or New Zealand citizen,Clerical and administrative workers,1634495.0,42.0,110450898736.0,63258.0,67575.0,Above national occupation median,5
Employed full-time,Males,15-24 years,Relevant,19.5,Three or more,Completed more than 5 years ago,Level 2,Born in Australia,Australian or New Zealand citizen,Community and personal service workers,1671526.0,34.0,89067619709.0,46620.0,53285.0,Below national occupation median,6
